InvoiceNo,Quantity,InvoiceDate,CustomerID,Country,StockCode,Description,UnitPrice
538419,12,2010-12-05T15:24,17581,Italy,22653M,FOOD STORAGE CONTAINER,4.08
538419,1,2011-01-17T03:17,14948,Italy,90462R,WHITE METAL LANTERN,8.84
538420,16,2011-01-13T07:07,14349,Italy,82699B,FOOD STORAGE CONTAINER,8.12
538420,8,2011-02-03T16:59,10313,Italy,11675Z,FOOD STORAGE CONTAINER,6.24
538426,5,2010-12-28T07:14,17101,Italy,24493K,WHITE METAL LANTERN,22.05
538426,17,2011-01-27T15:05,15732,Italy,89532Z,FRUIT & VEG STORAGE BASKET,12.07
538427,6,2010-12-20T03:51,19232,Italy,71926K,WHITE METAL LANTERN,0.51
538428,15,2011-01-03T04:16,17295,Italy,40002E,FOOD STORAGE CONTAINER,9.54
538428,2,2011-01-24T15:48,15890,Italy,52288P,GLASS JAR,9.67
538435,8,2011-01-12T12:08,18228,Italy,81438F,WHITE METAL LANTERN,21.02
538439,11,2010-12-26T07:04,11327,Italy,33211W,WHITE HANGING HEART T-LIGHT HOLDER,16.10
538441,16,2011-01-01T08:17,18444,Italy,21199I,WOODEN TRAY,17.55
538443,20,2010-12-08T16:43,11272,Italy,64792C,WOODEN TRAY,20.64
538444,8,2010-12-06T08:05,17266,Italy,74647O,WHITE METAL LANTERN,3.87
538444,11,2010-12-09T02:08,13184,Italy,32012N,PLASTIC BOTTLE,2.24
538446,10,2010-12-30T19:25,11943,Italy,36213A,WHITE METAL LANTERN,4.11
538448,7,2011-02-04T23:43,19427,Italy,33170U,WHITE METAL LANTERN,9.80
538453,9,2011-01-07T11:07,15334,Italy,63041U,FOOD STORAGE CONTAINER,22.63
538453,3,2010-12-31T16:49,13033,Italy,64895G,FRUIT & VEG STORAGE BASKET,9.80
538455,5,2010-12-04T17:43,19890,Italy,94769X,FRUIT & VEG STORAGE BASKET,3.01
538459,9,2010-12-30T02:02,14650,Italy,58622X,FRUIT & VEG STORAGE BASKET,16.65
538461,5,2011-01-01T05:52,13327,Italy,10299J,PLASTIC BOTTLE,24.72
538464,11,2010-12-03T08:23,19514,Italy,65862L,FRUIT & VEG STORAGE BASKET,22.68
538467,5,2011-02-01T18:56,11280,Italy,31499H,CREAM CUPID HEARTS COAT HANGER,6.96
538467,9,2010-12-11T16:41,18573,Italy,69642M,WHITE HANGING HEART T-LIGHT HOLDER,23.62
538467,4,2011-01-24T05:26,15308,Italy,72212L,CREAM CUPID HEARTS COAT HANGER,15.32
538468,7,2011-01-24T03:44,19328,Italy,85496X,CREAM CUPID HEARTS COAT HANGER,10.19
538473,9,2011-01-07T05:23,14553,Italy,42795J,FOOD STORAGE CONTAINER,18.73
538475,16,2011-01-22T10:47,15763,Italy,96343B,WOODEN TRAY,9.51
538475,20,2011-01-09T19:22,11305,Italy,38927B,CREAM CUPID HEARTS COAT HANGER,3.66
538480,16,2010-12-15T00:11,10407,Italy,20344L,GLASS JAR,16.80
538481,9,2010-12-23T09:36,18772,Italy,81635Q,WHITE HANGING HEART T-LIGHT HOLDER,23.38
538484,11,2011-01-17T23:10,15448,Italy,86094K,CREAM CUPID HEARTS COAT HANGER,12.22
538485,13,2010-12-12T22:10,14376,Italy,31542X,WOODEN TRAY,6.10
538486,14,2011-01-11T10:35,14480,Italy,10203I,WOODEN TRAY,19.21
538487,11,2010-12-13T18:25,17369,Italy,42248T,FOOD STORAGE CONTAINER,24.58
538488,9,2010-12-16T02:33,13058,Italy,93348E,WOODEN TRAY,19.91
538488,11,2010-12-31T22:29,15153,Italy,54907I,WHITE HANGING HEART T-LIGHT HOLDER,8.34
538493,12,2011-01-02T04:01,18078,Italy,37888A,WHITE HANGING HEART T-LIGHT HOLDER,5.31
538497,18,2010-12-18T00:50,18013,Italy,12366E,PLASTIC BOTTLE,15.93
538498,17,2010-12-15T03:35,17587,Italy,47085G,WHITE HANGING HEART T-LIGHT HOLDER,2.30
538499,11,2010-12-26T00:25,19948,Italy,52257J,FRUIT & VEG STORAGE BASKET,16.80
538499,2,2011-01-30T15:44,13248,Italy,81341R,FRUIT & VEG STORAGE BASKET,16.69
538501,6,2011-01-16T07:34,18234,Italy,71882A,GLASS JAR,20.82
538501,19,2010-12-22T02:11,16602,Italy,44728V,FRUIT & VEG STORAGE BASKET,19.05
538501,9,2010-12-07T00:57,11305,Italy,69656J,FOOD STORAGE CONTAINER,18.93
538502,20,2010-12-02T03:42,15733,Italy,88045I,PLASTIC BOTTLE,21.36
538503,14,2010-12-14T08:12,11171,Italy,10498X,CREAM CUPID HEARTS COAT HANGER,10.66
538506,16,2010-12-08T14:12,18228,Italy,44099J,FOOD STORAGE CONTAINER,4.18
538507,16,2011-01-04T07:16,10957,Italy,14562R,PLASTIC BOTTLE,8.26
538507,7,2011-01-30T01:20,17466,Italy,54386A,WHITE METAL LANTERN,18.12
538508,1,2010-12-12T20:17,14199,Italy,15043P,GLASS JAR,3.63
538509,3,2011-02-01T11:20,16058,Italy,42052Q,WOODEN TRAY,16.35
538510,3,2011-01-16T18:02,10595,Italy,81725N,WHITE HANGING HEART T-LIGHT HOLDER,8.50
538513,4,2010-12-06T12:00,10607,Italy,33272Q,GLASS JAR,13.06
538514,9,2010-12-09T03:22,13257,Italy,39259X,PLASTIC BOTTLE,8.00
538517,11,2011-01-08T18:39,16912,Italy,51382U,GLASS JAR,18.64
538517,20,2010-12-05T13:17,14204,Italy,60081V,CREAM CUPID HEARTS COAT HANGER,22.44
538518,2,2011-02-04T00:28,14593,Italy,20426N,WHITE METAL LANTERN,9.07
538519,9,2011-01-16T18:43,19099,Italy,48853L,WOODEN TRAY,11.82
538520,13,2010-12-08T04:53,18637,Italy,44504N,WHITE HANGING HEART T-LIGHT HOLDER,5.52
538523,9,2011-01-31T10:56,12439,Italy,87040F,WOODEN TRAY,13.23
538524,10,2011-02-04T13:44,16649,Italy,11736D,FOOD STORAGE CONTAINER,1.32
538526,18,2011-01-07T12:25,16451,Italy,80799Z,WOODEN TRAY,24.00
538528,10,2011-02-02T09:47,12147,Italy,53693R,WOODEN TRAY,13.99
538530,7,2011-01-26T01:15,16103,Italy,20002D,WOODEN TRAY,19.91
538534,20,2010-12-07T18:13,10466,Italy,58384X,FRUIT & VEG STORAGE BASKET,14.14
538536,4,2010-12-24T10:25,13084,Italy,78264U,WHITE HANGING HEART T-LIGHT HOLDER,21.17
538536,5,2010-12-31T18:59,13248,Italy,56947Z,FOOD STORAGE CONTAINER,19.46
538538,3,2010-12-13T13:44,10202,Italy,92565M,PLASTIC BOTTLE,22.54
538539,16,2011-01-18T04:09,19235,Italy,55526A,CREAM CUPID HEARTS COAT HANGER,11.33
538541,19,2010-12-04T23:04,18350,Italy,32638Y,WHITE METAL LANTERN,6.59
538542,20,2010-12-20T10:30,12266,Italy,95209Q,GLASS JAR,18.43
538542,8,2011-01-02T07:12,19092,Italy,66685A,CREAM CUPID HEARTS COAT HANGER,4.55
538542,11,2010-12-28T04:27,10887,Italy,26280L,GLASS JAR,4.66
538543,2,2010-12-29T22:50,13653,Italy,59275J,WOODEN TRAY,11.05
538543,8,2011-01-17T23:39,16442,Italy,31259D,PLASTIC BOTTLE,17.52
538544,3,2011-01-04T21:06,13891,Italy,62001F,FRUIT & VEG STORAGE BASKET,13.91
538548,7,2010-12-28T12:53,17502,Italy,67782D,PLASTIC BOTTLE,0.87
538551,5,2010-12-11T21:27,18030,Italy,52222O,WHITE METAL LANTERN,2.26
538551,16,2010-12-26T12:22,11619,Italy,27978O,GLASS JAR,10.75
538552,1,2010-12-19T22:02,17586,Italy,72452T,FRUIT & VEG STORAGE BASKET,6.67
538554,2,2010-12-01T09:03,19577,Italy,85003S,PLASTIC BOTTLE,16.28
538554,10,2011-01-07T17:51,19953,Italy,84824F,WHITE METAL LANTERN,2.89
538555,6,2010-12-04T21:16,17502,Italy,41055G,FOOD STORAGE CONTAINER,2.59
538557,19,2011-02-05T00:42,15679,Italy,92015W,FRUIT & VEG STORAGE BASKET,6.19
538559,1,2011-01-22T04:51,19503,Italy,44929K,WHITE METAL LANTERN,19.12
538559,6,2010-12-19T22:57,19937,Italy,48709W,WHITE HANGING HEART T-LIGHT HOLDER,14.06
538562,10,2011-01-29T10:57,16103,Italy,26524H,PLASTIC BOTTLE,13.85
538562,1,2011-01-11T10:46,12047,Italy,83526F,CREAM CUPID HEARTS COAT HANGER,18.54
538572,2,2010-12-16T07:10,10006,Italy,31179O,WHITE HANGING HEART T-LIGHT HOLDER,8.29
538572,18,2010-12-11T17:28,15612,Italy,55232F,WOODEN TRAY,15.22
538573,6,2010-12-20T16:54,12585,Italy,41594W,CREAM CUPID HEARTS COAT HANGER,18.46
538575,19,2010-12-07T18:50,19150,Italy,84106I,PLASTIC BOTTLE,8.55
538577,19,2010-12-31T17:36,18142,Italy,34223Y,CREAM CUPID HEARTS COAT HANGER,14.45
538578,20,2010-12-31T09:12,11628,Italy,82401X,CREAM CUPID HEARTS COAT HANGER,2.42
538578,3,2010-12-05T17:07,18132,Italy,27129E,GLASS JAR,7.78
538579,1,2011-01-03T07:54,16603,Italy,99232I,CREAM CUPID HEARTS COAT HANGER,14.70
538579,15,2011-01-23T03:10,18191,Italy,12167W,FRUIT & VEG STORAGE BASKET,10.33
538580,20,2011-01-22T18:43,16857,Italy,69636S,WHITE HANGING HEART T-LIGHT HOLDER,22.53
538580,1,2010-12-19T12:18,10035,Italy,42434G,FOOD STORAGE CONTAINER,16.68
538581,5,2011-01-15T18:24,11327,Italy,49861J,FRUIT & VEG STORAGE BASKET,5.03
538581,10,2010-12-06T04:37,15151,Italy,93044O,PLASTIC BOTTLE,2.57
538582,5,2011-01-17T00:37,15792,Italy,26628R,GLASS JAR,14.97
538582,17,2011-01-01T07:16,15172,Italy,31395U,FOOD STORAGE CONTAINER,23.53
538582,13,2011-01-10T04:56,13608,Italy,15060H,WHITE METAL LANTERN,15.05
538589,9,2010-12-28T04:58,11351,Italy,42856Z,CREAM CUPID HEARTS COAT HANGER,5.84
538589,10,2011-01-03T04:17,18112,Italy,14688F,WHITE METAL LANTERN,19.06
538592,7,2011-01-16T23:50,18772,Italy,79245O,PLASTIC BOTTLE,9.82
538594,3,2011-01-17T05:00,11965,Italy,31781I,WOODEN TRAY,5.69
538596,7,2011-01-29T09:18,14885,Italy,71395F,FRUIT & VEG STORAGE BASKET,13.76
538596,8,2010-12-24T02:43,18628,Italy,57473R,WHITE HANGING HEART T-LIGHT HOLDER,12.86
538602,11,2011-02-02T21:07,11108,Italy,47536B,PLASTIC BOTTLE,16.32
538603,9,2011-01-04T05:09,17846,Italy,25744T,WHITE METAL LANTERN,0.96
538603,7,2010-12-10T01:22,19655,Italy,85040T,FRUIT & VEG STORAGE BASKET,18.93
538604,9,2010-12-24T19:13,12766,Italy,36549B,PLASTIC BOTTLE,2.06
538604,14,2010-12-11T12:17,10878,Italy,43710C,GLASS JAR,9.05
538605,10,2011-01-02T13:53,19310,Italy,79815H,WOODEN TRAY,19.33
538605,5,2011-02-04T21:41,13681,Italy,44416N,WHITE HANGING HEART T-LIGHT HOLDER,8.30
538609,15,2011-02-04T13:38,11396,Italy,68484Z,WHITE METAL LANTERN,2.48
538614,14,2010-12-14T14:11,15448,Italy,44901A,WHITE HANGING HEART T-LIGHT HOLDER,9.17
538615,15,2011-01-24T04:51,17359,Italy,92550P,CREAM CUPID HEARTS COAT HANGER,23.18
538618,3,2010-12-20T21:39,17502,Italy,40196K,WOODEN TRAY,20.51
538620,17,2011-01-10T16:41,14865,Italy,89779H,WHITE HANGING HEART T-LIGHT HOLDER,8.01
538621,1,2011-01-14T17:12,18094,Italy,72768S,PLASTIC BOTTLE,1.30
538622,1,2011-01-04T02:18,13312,Italy,49128Z,PLASTIC BOTTLE,4.39
538625,8,2010-12-05T22:31,10082,Italy,87129S,WHITE HANGING HEART T-LIGHT HOLDER,5.13
538626,10,2011-02-07T14:49,16689,Italy,13190H,GLASS JAR,5.50
538628,13,2011-02-08T17:30,12680,Italy,60143J,CREAM CUPID HEARTS COAT HANGER,13.78
538629,11,2010-12-30T03:28,11236,Italy,81331F,WOODEN TRAY,12.18
538630,12,2010-12-18T16:30,19265,Italy,22533C,GLASS JAR,20.36
538630,11,2011-01-30T00:23,13533,Italy,50338C,GLASS JAR,20.74
538631,17,2011-01-10T01:48,18306,Italy,56653T,WHITE HANGING HEART T-LIGHT HOLDER,17.31
538632,7,2010-12-16T03:08,12490,Italy,12572E,WHITE METAL LANTERN,16.69
538633,2,2011-01-17T11:37,18964,Italy,58049T,FOOD STORAGE CONTAINER,6.75
538636,3,2011-01-24T09:52,12285,Italy,78715I,WOODEN TRAY,23.63
538638,7,2010-12-31T16:06,17717,Italy,17550M,GLASS JAR,2.33
538639,17,2010-12-29T15:07,19410,Italy,56978T,PLASTIC BOTTLE,3.71
538643,11,2011-02-07T21:47,18871,Italy,25049I,PLASTIC BOTTLE,16.85
538644,13,2011-02-08T14:48,15230,Italy,56440F,WOODEN TRAY,21.56
538645,12,2011-02-07T16:31,18596,Italy,60829S,FRUIT & VEG STORAGE BASKET,23.46
538646,3,2010-12-15T15:16,18848,Italy,19936G,FOOD STORAGE CONTAINER,11.66
538646,7,2011-02-05T04:21,12741,Italy,71380M,WHITE METAL LANTERN,13.45
538647,3,2010-12-31T21:06,17007,Italy,12043T,CREAM CUPID HEARTS COAT HANGER,7.38
538650,13,2011-01-06T21:12,12309,Italy,91701D,FRUIT & VEG STORAGE BASKET,8.89
538650,5,2010-12-22T19:53,19561,Italy,73593H,FRUIT & VEG STORAGE BASKET,5.37
538652,15,2011-01-04T03:00,16886,Italy,28422A,WOODEN TRAY,8.37
538653,9,2011-01-22T06:14,10974,Italy,53797T,WHITE METAL LANTERN,18.58
538654,13,2011-01-20T00:52,12869,Italy,23583N,WHITE METAL LANTERN,6.49
538654,1,2011-01-26T02:45,16153,Italy,82785O,WOODEN TRAY,10.45
538654,2,2010-12-23T09:43,18503,Italy,94659A,CREAM CUPID HEARTS COAT HANGER,6.36
538657,7,2010-12-04T00:05,12148,Italy,16568Z,FOOD STORAGE CONTAINER,0.53
538657,11,2011-01-03T19:04,17924,Italy,33364B,FOOD STORAGE CONTAINER,3.60
538658,6,2010-12-08T11:56,19410,Italy,71631O,WHITE METAL LANTERN,6.52
538658,8,2010-12-24T12:27,19763,Italy,47343Q,GLASS JAR,2.27
538660,2,2011-01-22T21:41,19667,Italy,38420U,GLASS JAR,11.88
538660,17,2010-12-05T16:38,12928,Italy,61249Z,CREAM CUPID HEARTS COAT HANGER,4.41
538661,12,2011-01-23T07:04,12078,Italy,61680I,FOOD STORAGE CONTAINER,0.86
538662,1,2011-02-02T04:16,17730,Italy,55138C,WHITE HANGING HEART T-LIGHT HOLDER,3.85
538663,1,2010-12-26T12:20,10297,Italy,69728V,CREAM CUPID HEARTS COAT HANGER,4.47
538663,3,2011-01-26T21:11,11767,Italy,42557N,WHITE METAL LANTERN,23.00
538665,17,2011-01-21T05:47,12053,Italy,62740X,WHITE HANGING HEART T-LIGHT HOLDER,21.73
538666,2,2010-12-29T17:38,10890,Italy,77066X,CREAM CUPID HEARTS COAT HANGER,1.55
538668,18,2010-12-27T10:27,12928,Italy,29589F,PLASTIC BOTTLE,17.67
538669,1,2011-01-14T11:13,17588,Italy,39024W,CREAM CUPID HEARTS COAT HANGER,18.87
538670,17,2010-12-17T22:55,16592,Italy,94364F,WHITE METAL LANTERN,7.42
538671,13,2011-02-05T20:46,13378,Italy,97282I,CREAM CUPID HEARTS COAT HANGER,18.00
538673,6,2011-01-05T20:13,16273,Italy,10790N,WHITE HANGING HEART T-LIGHT HOLDER,12.00
538673,1,2011-01-17T14:28,17530,Italy,18602M,WOODEN TRAY,12.73
538676,19,2010-12-26T16:41,17295,Italy,48696T,WOODEN TRAY,18.46
538676,10,2011-01-30T04:28,17897,Italy,58950H,FRUIT & VEG STORAGE BASKET,12.62
538678,20,2011-01-14T12:31,16702,Italy,65529I,GLASS JAR,8.66
538679,14,2010-12-19T21:23,13060,Italy,75168S,CREAM CUPID HEARTS COAT HANGER,13.56
538680,7,2011-01-10T21:45,18128,Italy,37448F,WHITE METAL LANTERN,4.38
538681,12,2010-12-14T06:17,12569,Italy,73282G,WOODEN TRAY,21.01
538685,18,2011-01-07T17:04,17687,Italy,29209Z,FOOD STORAGE CONTAINER,7.88
538686,18,2011-01-05T17:35,11283,Italy,35448Z,FRUIT & VEG STORAGE BASKET,17.48
538686,17,2011-02-05T02:38,12680,Italy,68614S,WOODEN TRAY,5.11
538687,3,2011-02-08T18:32,12519,Italy,65283T,CREAM CUPID HEARTS COAT HANGER,11.35
538688,1,2010-12-30T00:53,19245,Italy,93579B,WHITE HANGING HEART T-LIGHT HOLDER,8.05
538692,14,2010-12-18T23:23,16103,Italy,48780F,FRUIT & VEG STORAGE BASKET,6.61
538694,20,2011-01-08T04:56,16291,Italy,25870H,FRUIT & VEG STORAGE BASKET,3.50
538695,2,2011-01-18T14:09,17417,Italy,80683U,WHITE METAL LANTERN,18.48
538698,11,2011-02-02T17:12,15384,Italy,85216I,WHITE HANGING HEART T-LIGHT HOLDER,21.76
538698,5,2011-02-01T04:49,17965,Italy,31028E,PLASTIC BOTTLE,16.17
538698,9,2011-01-13T11:32,15379,Italy,83166I,FRUIT & VEG STORAGE BASKET,16.47
538700,15,2011-01-08T14:37,12068,Italy,56392I,FOOD STORAGE CONTAINER,17.60
538700,8,2010-12-09T17:09,11965,Italy,55478N,FRUIT & VEG STORAGE BASKET,15.29
538703,11,2011-02-02T22:41,11529,Italy,76129V,WOODEN TRAY,9.02
538703,19,2010-12-11T03:50,18488,Italy,61636H,GLASS JAR,14.07
538704,15,2010-12-25T19:06,18907,Italy,49585A,GLASS JAR,7.09
538705,10,2011-01-31T03:07,15756,Italy,37043Z,PLASTIC BOTTLE,9.09
538708,6,2011-02-01T16:46,18223,Italy,75297Y,FOOD STORAGE CONTAINER,23.34
538714,5,2010-12-01T21:41,17136,Italy,19782D,WHITE METAL LANTERN,15.53
538715,20,2010-12-31T16:18,19762,Italy,71214T,PLASTIC BOTTLE,2.33
538715,14,2010-12-01T09:06,11112,Italy,97449Z,PLASTIC BOTTLE,4.76
538716,18,2011-01-22T17:58,14239,Italy,10270O,FOOD STORAGE CONTAINER,5.29
538716,8,2011-01-03T23:34,19911,Italy,45997Y,CREAM CUPID HEARTS COAT HANGER,13.06
538716,5,2011-01-10T14:47,16857,Italy,42113Z,PLASTIC BOTTLE,11.23
538717,12,2011-01-20T14:45,10937,Italy,33598A,FRUIT & VEG STORAGE BASKET,16.04
538720,20,2010-12-26T04:14,18313,Italy,54570C,FOOD STORAGE CONTAINER,4.66
538720,11,2010-12-30T12:09,15733,Italy,54899E,WHITE HANGING HEART T-LIGHT HOLDER,21.03
538721,8,2011-01-08T00:03,14486,Italy,64460K,WOODEN TRAY,5.73
538722,13,2010-12-21T05:22,10544,Italy,31336B,FOOD STORAGE CONTAINER,15.74
538722,11,2011-02-06T08:38,14622,Italy,26508L,WHITE METAL LANTERN,7.47
538723,16,2010-12-24T10:01,18409,Italy,58538D,GLASS JAR,22.30
538723,20,2011-01-14T09:16,19065,Italy,13403R,WHITE HANGING HEART T-LIGHT HOLDER,9.40
538724,16,2011-01-18T09:17,10919,Italy,81526A,WHITE METAL LANTERN,2.35
538724,1,2010-12-03T22:50,17101,Italy,39057A,WHITE HANGING HEART T-LIGHT HOLDER,15.61
538726,9,2010-12-14T22:58,15151,Italy,38436Z,PLASTIC BOTTLE,9.38
538729,12,2010-12-15T17:37,14299,Italy,23817T,CREAM CUPID HEARTS COAT HANGER,17.66
538730,9,2011-01-07T05:52,12380,Italy,71821H,WHITE HANGING HEART T-LIGHT HOLDER,21.71
538731,1,2010-12-02T18:39,12076,Italy,49115H,FRUIT & VEG STORAGE BASKET,17.93
538732,5,2010-12-20T07:49,14199,Italy,81298D,CREAM CUPID HEARTS COAT HANGER,15.80
538732,2,2011-01-14T15:31,14909,Italy,81079V,FRUIT & VEG STORAGE BASKET,4.28
538735,18,2011-01-24T08:44,18403,Italy,65153F,CREAM CUPID HEARTS COAT HANGER,1.82
538736,6,2011-01-20T17:34,17577,Italy,46172B,PLASTIC BOTTLE,14.23
538739,7,2010-12-09T06:34,15456,Italy,57901Q,WHITE HANGING HEART T-LIGHT HOLDER,11.05
538741,17,2011-01-18T07:32,19933,Italy,70985T,CREAM CUPID HEARTS COAT HANGER,23.39
538741,13,2010-12-09T19:47,14998,Italy,50777U,WHITE METAL LANTERN,15.73
538741,16,2011-01-19T09:19,19289,Italy,89504K,WHITE HANGING HEART T-LIGHT HOLDER,2.45
538743,12,2010-12-05T09:58,13356,Italy,18539O,PLASTIC BOTTLE,21.65
538743,5,2010-12-27T18:55,19197,Italy,37286R,FRUIT & VEG STORAGE BASKET,0.63
538744,14,2010-12-11T11:56,12445,Italy,51864Q,CREAM CUPID HEARTS COAT HANGER,23.12
538745,10,2010-12-05T20:42,11272,Italy,89649X,WOODEN TRAY,3.91
538746,3,2011-01-14T04:17,13103,Italy,80714U,PLASTIC BOTTLE,4.40
538746,5,2010-12-06T17:35,12651,Italy,30539Q,GLASS JAR,22.52
538747,10,2011-01-17T23:33,16781,Italy,71781X,WHITE HANGING HEART T-LIGHT HOLDER,3.34
538748,10,2011-01-27T03:54,18473,Italy,42978I,FRUIT & VEG STORAGE BASKET,15.90
538750,8,2011-01-18T21:46,18611,Italy,35348A,WHITE HANGING HEART T-LIGHT HOLDER,17.14
538755,17,2011-01-02T22:17,13567,Italy,15329J,WOODEN TRAY,7.75
538756,3,2011-01-08T19:45,19886,Italy,86448G,FRUIT & VEG STORAGE BASKET,9.55
538757,3,2011-01-24T02:32,13084,Italy,24716Z,WOODEN TRAY,3.48
538758,11,2010-12-25T11:51,17678,Italy,58131Y,WOODEN TRAY,24.22
538759,6,2010-12-26T15:19,13221,Italy,36876L,PLASTIC BOTTLE,24.84
538759,17,2011-01-03T04:55,18227,Italy,32657I,WHITE HANGING HEART T-LIGHT HOLDER,23.60
538763,5,2010-12-02T05:59,10580,Italy,73155W,PLASTIC BOTTLE,24.20
538764,19,2010-12-26T08:50,10607,Italy,22674L,WHITE METAL LANTERN,12.51
538766,7,2010-12-18T08:03,13849,Italy,12982M,GLASS JAR,4.22
538767,5,2011-01-20T11:37,18469,Italy,35930M,GLASS JAR,12.90
538767,19,2011-01-01T12:33,14638,Italy,62106T,PLASTIC BOTTLE,12.36
538768,1,2010-12-23T06:31,14788,Italy,82521W,PLASTIC BOTTLE,4.18
538768,7,2011-01-09T02:55,17174,Italy,22224L,PLASTIC BOTTLE,7.98
538769,9,2010-12-14T19:28,10297,Italy,53410I,WHITE METAL LANTERN,8.27
538774,3,2011-01-31T05:02,17943,Italy,92447L,WHITE METAL LANTERN,2.79
538775,13,2010-12-10T20:45,16495,Italy,51157U,PLASTIC BOTTLE,8.79
538775,20,2011-02-06T18:31,16313,Italy,36558Y,CREAM CUPID HEARTS COAT HANGER,13.71
538775,20,2010-12-18T08:27,18918,Italy,71883V,WOODEN TRAY,20.62
538776,16,2010-12-21T16:49,12876,Italy,86477V,WHITE HANGING HEART T-LIGHT HOLDER,21.38
538777,3,2010-12-18T10:19,17765,Italy,49718M,PLASTIC BOTTLE,10.64
538783,17,2010-12-25T08:04,17463,Italy,62070X,GLASS JAR,2.35
538792,6,2010-12-13T05:03,13217,Italy,41018Q,WHITE METAL LANTERN,4.69
538793,13,2010-12-17T19:48,13505,Italy,57937H,GLASS JAR,17.91
538797,7,2011-01-16T17:08,11628,Italy,50885W,CREAM CUPID HEARTS COAT HANGER,12.30
538797,12,2011-01-20T12:03,15657,Italy,76148H,WHITE HANGING HEART T-LIGHT HOLDER,16.54
538800,16,2011-01-14T17:17,14638,Italy,78543V,CREAM CUPID HEARTS COAT HANGER,17.10
538801,1,2010-12-25T20:54,18628,Italy,37816N,PLASTIC BOTTLE,6.26
538803,18,2011-01-29T13:35,10799,Italy,79037P,WHITE HANGING HEART T-LIGHT HOLDER,24.74
538804,14,2010-12-09T02:29,13520,Italy,20513P,FRUIT & VEG STORAGE BASKET,14.73
538804,6,2010-12-21T08:06,14586,Italy,83497F,WOODEN TRAY,3.09
538806,20,2010-12-25T08:51,16291,Italy,67990U,WOODEN TRAY,1.62
538806,2,2011-01-24T03:11,18259,Italy,72749V,WHITE HANGING HEART T-LIGHT HOLDER,18.11
538808,16,2010-12-03T16:06,16858,Italy,14237D,CREAM CUPID HEARTS COAT HANGER,19.80
538811,2,2010-12-17T07:47,13252,Italy,71578F,CREAM CUPID HEARTS COAT HANGER,7.21
538811,20,2010-12-26T05:14,19729,Italy,90447A,CREAM CUPID HEARTS COAT HANGER,9.60
538812,12,2011-01-14T10:42,17520,Italy,94411B,FRUIT & VEG STORAGE BASKET,22.12
538813,15,2010-12-10T05:55,13583,Italy,22530Q,GLASS JAR,10.75
538813,2,2010-12-10T18:32,13058,Italy,41751S,GLASS JAR,24.93
538813,10,2011-01-28T08:36,11761,Italy,78536Q,FOOD STORAGE CONTAINER,24.91
538814,20,2010-12-09T06:47,15965,Italy,23577W,WHITE HANGING HEART T-LIGHT HOLDER,16.96
538816,2,2011-01-10T00:46,15668,Italy,19175B,CREAM CUPID HEARTS COAT HANGER,6.57
538817,19,2010-12-22T05:54,13727,Italy,11255P,WOODEN TRAY,9.12
538821,15,2011-01-10T08:47,10297,Italy,91299Q,WHITE METAL LANTERN,9.51
538823,15,2010-12-20T23:05,16853,Italy,14851D,WOODEN TRAY,5.01
538825,7,2010-12-12T08:07,18508,Italy,93533M,WHITE HANGING HEART T-LIGHT HOLDER,7.31
538825,6,2011-01-08T15:41,11356,Italy,16583B,GLASS JAR,10.67
538829,7,2011-02-08T01:12,10735,Italy,98597W,WHITE HANGING HEART T-LIGHT HOLDER,12.93
538831,11,2010-12-17T04:25,12080,Italy,67469B,FRUIT & VEG STORAGE BASKET,13.89
538833,10,2011-01-05T16:13,19907,Italy,43915O,WHITE METAL LANTERN,4.59
538834,14,2010-12-26T16:31,16161,Italy,75673U,CREAM CUPID HEARTS COAT HANGER,11.29
538834,18,2011-02-04T18:02,14695,Italy,97789M,WOODEN TRAY,13.47
538836,2,2010-12-21T08:42,15994,Italy,23174Z,FOOD STORAGE CONTAINER,7.51
538836,6,2010-12-23T02:15,16574,Italy,21362G,WOODEN TRAY,1.15
538838,18,2011-01-07T22:13,18250,Italy,80445X,WOODEN TRAY,16.36
538839,4,2010-12-31T23:35,18853,Italy,24688W,PLASTIC BOTTLE,13.13
538845,9,2010-12-25T13:42,12442,Italy,36803V,FOOD STORAGE CONTAINER,20.37
538846,2,2010-12-28T04:13,17576,Italy,45258X,CREAM CUPID HEARTS COAT HANGER,6.22
538846,6,2011-01-02T01:06,18013,Italy,18118K,GLASS JAR,12.57
538847,14,2010-12-05T12:53,11423,Italy,48055R,WOODEN TRAY,24.79
538848,6,2011-01-04T06:49,10592,Italy,98149R,WHITE HANGING HEART T-LIGHT HOLDER,6.45
538849,17,2011-01-04T13:55,14946,Italy,92949H,FRUIT & VEG STORAGE BASKET,19.24
538850,19,2010-12-10T20:46,19699,Italy,15940Y,FOOD STORAGE CONTAINER,1.25
538851,7,2010-12-21T10:59,13196,Italy,18419F,GLASS JAR,4.27
538852,4,2010-12-04T00:16,16941,Italy,46548C,PLASTIC BOTTLE,16.72
538852,4,2010-12-04T12:29,16476,Italy,81500L,FOOD STORAGE CONTAINER,17.78
538853,6,2010-12-21T17:49,15736,Italy,54276A,FRUIT & VEG STORAGE BASKET,10.70
538854,7,2010-12-25T04:16,18212,Italy,13035A,WHITE METAL LANTERN,22.63
538855,14,2010-12-26T00:38,14441,Italy,72206K,FRUIT & VEG STORAGE BASKET,20.48
